event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
77,5,Borussia Dortmund,away, 81 ,Yellow card, Mats Hummels ,
78,5,Eintracht Frankfurt,home, 84 ,Substitution, Rafael Borré , Daichi Kamada 
79,5,Eintracht Frankfurt,home, 92 ,Yellow card, Sebastian Rode ,
80,5,Eintracht Frankfurt,home, 95 ,Yellow card, Tuta ,
81,5,Borussia Dortmund,away, 95 ,Yellow card, Giovanni Reyna ,
82,5,Eintracht Frankfurt,home, 95 ,Yellow card, Kevin Trapp ,
83,5,Borussia Dortmund,away, 95 ,Yellow card, Jude Bellingham ,
84,6,Augsburg,away, 4 ,Goal, Florian Niederlechner , Fredrik Jensen 
85,6,Augsburg,away, 13 ,Yellow card, Carlos Gruezo ,
86,6,VfB Stuttgart,home, 15 ,Goal, Sehrou Guirassy , Borna Sosa 
87,6,Augsburg,away, 25 ,Substitution, Lukas Petkov , Ruben Vargas 
88,6,VfB Stuttgart,home, 66 ,Substitution, Tiago Tomás , Silas Katompa Mvumpa 
89,6,VfB Stuttgart,home, 76 ,Substitution, Lilian Egloff , Chris Führich 
90,6,Augsburg,away, 78 ,Yellow card, Elvis Rexhbeçaj ,
91,6,Augsburg,away, 79 ,Substitution, Felix Uduokhai , Mads Pedersen 
92,6,VfB Stuttgart,home, 91 ,Goal, Waldemar Anton , Tiago Tomás 
93,6,Augsburg,away, 93 ,Substitution, Arne Maier , Carlos Gruezo 
94,6,Augsburg,away, 93 ,Substitution, Daniel Caligiuri , Lukas Petkov 
95,6,VfB Stuttgart,home, 95 ,Yellow card, Luca Pfeiffer ,
96,6,VfB Stuttgart,home, 95 ,Substitution, Atakan Karazor , Luca Pfeiffer 
97,6,VfB Stuttgart,home, 95 ,Substitution, Pascal Stenzel , Waldemar Anton 
98,7,Bayer Leverkusen,away, 26 ,Yellow card, Edmond Tapsoba ,
99,7,Bayer Leverkusen,away, 31 ,Yellow card, Piero Hincapié ,
100,7,RB Leipzig,home, 32 ,Goal, Christopher Nkunku , Dominik Szoboszlai 
101,7,RB Leipzig,home, 35 ,Yellow card, Kevin Kampl ,
102,7,RB Leipzig,home, 45 ,Substitution, Joško Gvardiol , Mohamed Simakan 
103,7,RB Leipzig,home, 45 ,Substitution, Amadou Haidara , Kevin Kampl 
104,7,Bayer Leverkusen,away, 54 ,Substitution, Jeremie Frimpong , Timothy Fosu-Mensah 
105,7,Bayer Leverkusen,away, 57 ,Yellow card, Robert Andrich ,
106,7,Bayer Leverkusen,away, 65 ,Substitution, Mitchel Bakker , Daley Sinkgraven 
107,7,Bayer Leverkusen,away, 65 ,Substitution, Exequiel Palacios , Nadiem Amiri 
108,7,Bayer Leverkusen,away, 65 ,Substitution, Patrik Schick , Adam Hložek 
109,7,RB Leipzig,home, 71 ,Substitution, Marcel Halstenberg , David Raum 
110,7,RB Leipzig,home, 71 ,Substitution, Dani Olmo , Dominik Szoboszlai 
111,7,RB Leipzig,home, 76 ,Yellow card, Abdou Diallo ,
112,7,Bayer Leverkusen,away, 77 ,Substitution, Callum Hudson-Odoi , Amine Adli 
113,7,RB Leipzig,home, 83 ,Goal, Timo Werner , Amadou Haidara 
114,7,RB Leipzig,home, 84 ,Substitution, André Silva , Christopher Nkunku 
115,7,RB Leipzig,home, 86 ,Yellow card, Benjamin Henrichs ,
116,8,Bayern Munich,home, 5 ,Goal, Serge Gnabry , Sadio Mané 
117,8,Bayern Munich,home, 28 ,Goal, Jamal Musiala , Eric Maxim Choupo-Moting 
118,8,Mainz 05,away, 34 ,Yellow card, Edimilson Fernandes ,
119,8,Bayern Munich,home, 43 ,Missed penalty, Sadio Mané , Missed penalty 
120,8,Bayern Munich,home, 43 ,Goal, Sadio Mané ,
121,8,Mainz 05,away, 48 ,Missed penalty, Jonathan Burkardt , Missed penalty 
122,8,Mainz 05,away, 49 ,Goal, Silvan Widmer , Aarón Martin 
123,8,Bayern Munich,home, 45 ,Substitution, Benjamin Pavard , Matthijs de Ligt 
124,8,Bayern Munich,home, 57 ,Goal, Leon Goretzka , Sadio Mané 
125,8,Bayern Munich,home, 60 ,Substitution, Kingsley Coman , Serge Gnabry 
126,8,Bayern Munich,home, 60 ,Substitution, Marcel Sabitzer , Leon Goretzka 
127,8,Mainz 05,away, 62 ,Substitution, Aymen Barkok , Anton Stach 
128,8,Mainz 05,away, 62 ,Substitution, Marcus Ingvartsen , Jonathan Burkardt 
129,8,Mainz 05,away, 62 ,Substitution, Angelo Fulgini , Lee Jae-sung 
130,8,Mainz 05,away, 67 ,Substitution, Stefan Bell , Edimilson Fernandes 
131,8,Bayern Munich,home, 72 ,Substitution, Ryan Gravenberch , Jamal Musiala 
132,8,Bayern Munich,home, 76 ,Substitution, Mathys Tel , Sadio Mané 
133,8,Mainz 05,away, 76 ,Substitution, Delano Burgzorg , Karim Onisiwo 
134,8,Bayern Munich,home, 79 ,Goal, Mathys Tel , Marcel Sabitzer 
135,8,Mainz 05,away, 82 ,Goal, Marcus Ingvartsen , Delano Burgzorg 
136,8,Bayern Munich,home, 86 ,Goal, Eric Maxim Choupo-Moting , Kingsley Coman 
137,8,Bayern Munich,home, 88 ,Yellow card, Benjamin Pavard ,
138,9,VfL Wolfsburg,home, 24 ,Yellow card, Sebastiaan Bornauw ,
139,9,VfL Wolfsburg,home, 27 ,Goal, Felix Nmecha , Maximilian Arnold 
140,9,VfL Wolfsburg,home, 35 ,Goal, Ridle Baku , Patrick Wimmer 
141,9,VfL Bochum,away, 45 ,Substitution, Silvère Ganvoula , Ivan Ordets 
142,9,VfL Bochum,away, 57 ,Yellow card, Dominique Heintz ,
143,9,VfL Bochum,away, 58 ,Substitution, Simon Zoller , Philipp Förster 
144,9,VfL Wolfsburg,home, 58 ,Goal, Felix Nmecha , Maximilian Arnold 
145,9,VfL Bochum,away, 59 ,Substitution, Gerrit Holtmann , Jordi Osei-Tutu 
146,9,VfL Wolfsburg,home, 67 ,Substitution, Omar Marmoush , Patrick Wimmer 
147,9,VfL Bochum,away, 73 ,Substitution, Tim Oermann , Philipp Hofmann 
148,9,VfL Wolfsburg,home, 74 ,Substitution, Jonas Wind , Lukas Nmecha 
149,9,VfL Wolfsburg,home, 74 ,Substitution, Mattias Svanberg , Felix Nmecha 
150,9,VfL Bochum,away, 74 ,Substitution, Constantinos Stafylidis , Christopher Antwi-Adjei 
151,9,VfL Wolfsburg,home, 80 ,Goal, Jonas Wind , Paulo Otávio 
152,9,VfL Wolfsburg,home, 81 ,Substitution, Kilian Fischer , Ridle Baku 
153,9,VfL Wolfsburg,home, 81 ,Substitution, Josip Brekalo , Jakub Kamiński 
154,10,Hertha BSC,away, 17 ,Yellow card, Wilfried Kanga ,
155,10,Hertha BSC,away, 32 ,Substitution, Jean Boëtius , Stevan Jovetic 
156,10,Hertha BSC,away, 44 ,Yellow card, Dodi Lukebakio ,
157,10,Werder Bremen,home, 55 ,Yellow card, Mitchell Weiser ,
158,10,Hertha BSC,away, 58 ,Yellow card, Suat Serdar ,
159,10,Werder Bremen,home, 60 ,Yellow card, Niklas Stark ,
160,10,Werder Bremen,home, 64 ,Substitution, Christian Groß , Leonardo Bittencourt 
161,10,Hertha BSC,away, 72 ,Substitution, Ivan Šunjić , Suat Serdar 
162,10,Hertha BSC,away, 72 ,Substitution, Davie Selke , Wilfried Kanga 
163,10,Hertha BSC,away, 72 ,Substitution, Chidera Ejuke , Marco Richter 
164,10,Werder Bremen,home, 83 ,Substitution, Jens Stage , Ilia Gruev 
165,10,Werder Bremen,home, 83 ,Substitution, Felix Agu , Mitchell Weiser 
166,10,Hertha BSC,away, 84 ,Substitution, Derry Scherhant , Dodi Lukebakio 
167,10,Werder Bremen,home, 85 ,Goal, Niclas Füllkrug , Anthony Jung 
168,10,Werder Bremen,home, 92 ,Substitution, Oliver Burke , Marvin Ducksch 
169,11,Schalke 04,away, 16 ,Disallowed goal,Disallowed goal,
170,11,Hertha BSC,home, 45 ,Substitution, Marco Richter , Chidera Ejuke 
171,11,Hertha BSC,home, 49 ,Goal, Lucas Tousart ,
172,11,Schalke 04,away, 59 ,Substitution, Danny Latza , Tom Krauß 
173,11,Schalke 04,away, 59 ,Substitution, Florent Mollet , Dominick Drexler 
174,11,Hertha BSC,home, 73 ,Substitution, Ivan Šunjić , Suat Serdar 
175,11,Schalke 04,away, 73 ,Substitution, Kenan Karaman , Mehmet Aydin 
176,11,Hertha BSC,home, 75 ,Yellow card, Wilfried Kanga ,
177,11,Hertha BSC,home, 81 ,Yellow card, Agustín Rogel ,
178,11,Schalke 04,away, 83 ,Substitution, Sebastian Polter , Marius Bülter 
179,11,Schalke 04,away, 85 ,Goal, Florent Mollet , Sebastian Polter 
180,11,Schalke 04,away, 86 ,Yellow card, Sebastian Polter ,
181,11,Hertha BSC,home, 88 ,Goal, Wilfried Kanga , Stevan Jovetic 
182,11,Hertha BSC,home, 91 ,Substitution, Márton Dárdai , Dodi Lukebakio 
183,11,Hertha BSC,home, 91 ,Yellow card, Dodi Lukebakio ,
184,11,Hertha BSC,home, 91 ,Substitution, Jean Boëtius , Stevan Jovetic 
185,11,Hertha BSC,home, 93 ,Yellow card, Marco Richter ,
186,11,Hertha BSC,home, 96 ,Substitution, Davie Selke , Wilfried Kanga 
187,11,Hertha BSC,home, 96 ,Yellow card, Jean Boëtius ,
188,12,VfL Bochum,home, 17 ,Yellow card, Ivan Ordets ,
189,12,1. FC Union Berlin,away, 20 ,Substitution, Milos Pantović , Janik Haberer 
190,12,1. FC Union Berlin,away, 35 ,Yellow card, Paul Jaeckel ,
191,12,VfL Bochum,home, 43 ,Goal, Philipp Hofmann , Philipp Förster 
192,12,1. FC Union Berlin,away, 62 ,Substitution, Jamie Leweling , Sheraldo Becker 
193,12,1. FC Union Berlin,away, 62 ,Substitution, Julian Ryerson , Niko Gießelmann 
194,12,1. FC Union Berlin,away, 62 ,Substitution, Kevin Behrens , Jordan Siebatcheu 
195,12,VfL Bochum,home, 65 ,Substitution, Silvère Ganvoula , Philipp Hofmann 
196,12,VfL Bochum,home, 65 ,Substitution, Gerrit Holtmann , Jordi Osei-Tutu 
197,12,1. FC Union Berlin,away, 70 ,Yellow card, Julian Ryerson ,
198,12,VfL Bochum,home, 71 ,Goal, Gerrit Holtmann , Christopher Antwi-Adjei 
199,12,1. FC Union Berlin,away, 71 ,Substitution, Tim Skarke , Christopher Trimmel 
200,12,1. FC Union Berlin,away, 78 ,Missed penalty, Milos Pantović , Missed penalty 
201,12,1. FC Union Berlin,away, 78 ,Yellow card, Tim Skarke ,
202,12,VfL Bochum,home, 79 ,Substitution, Constantinos Stafylidis , Philipp Förster 
203,12,VfL Bochum,home, 79 ,Substitution, Patrick Osterhage , Christopher Antwi-Adjei 
204,12,VfL Bochum,home, 87 ,Substitution, Tim Oermann , Cristian Gamboa 
205,12,1. FC Union Berlin,away, 93 ,Goal, Milos Pantović ,
206,13,Eintracht Frankfurt,away, 6 ,Goal, Jesper Lindstrøm ,
207,13,M'gladbach,home, 16 ,Yellow card, K Koné ,
208,13,M'gladbach,home, 18 ,Yellow card, Julian Weigl ,
209,13,Eintracht Frankfurt,away, 25 ,Yellow card, Daichi Kamada ,
210,13,Eintracht Frankfurt,away, 29 ,Goal, Éric Ebimbe , Christopher Lenz 
211,13,Eintracht Frankfurt,away, 31 ,Yellow card, Kristijan Jakić ,
212,13,Eintracht Frankfurt,away, 45 ,Goal, Jesper Lindstrøm , Randal Kolo Muani 
213,13,M'gladbach,home, 47 ,Yellow card, Christoph Kramer ,
214,13,Eintracht Frankfurt,away, 53 ,Substitution, Sebastian Rode , Daichi Kamada 
215,13,M'gladbach,home, 70 ,Substitution, Nathan Ngoumou , Lars Stindl 
216,13,M'gladbach,home, 70 ,Substitution, Luca Netz , K Koné 
217,13,M'gladbach,home, 72 ,Goal, Marcus Thuram , Alassane Plea 
218,13,Eintracht Frankfurt,away, 83 ,Substitution, Rafael Borré , Randal Kolo Muani 
219,13,Eintracht Frankfurt,away, 83 ,Substitution, Faride Alidou , Jesper Lindstrøm 
220,13,M'gladbach,home, 92 ,Substitution, Patrick Herrmann , Joe Scally 
221,14,Bayern Munich,away, 17 ,Goal, Jamal Musiala , Leon Goretzka 
222,14,Hoffenheim,home, 33 ,Yellow card, Christoph Baumgartner ,
223,14,Bayern Munich,away, 38 ,Goal, Eric Maxim Choupo-Moting , Serge Gnabry 
224,14,Bayern Munich,away, 51 ,Yellow card, Dayot Upamecano ,
225,14,Bayern Munich,away, 61 ,Substitution, Sadio Mané , Kingsley Coman 
226,14,Hoffenheim,home, 61 ,Substitution, Pavel Kaderabek , Robert Skov 
227,14,Bayern Munich,away, 61 ,Yellow card, Joshua Kimmich ,
228,14,Hoffenheim,home, 61 ,Substitution, Andrej Kramarić , Christoph Baumgartner 
229,14,Hoffenheim,home, 68 ,Yellow card, Grischa Prömel ,
230,14,Bayern Munich,away, 70 ,Substitution, Marcel Sabitzer , Leon Goretzka 
231,14,Bayern Munich,away, 70 ,Substitution, Mathys Tel , Eric Maxim Choupo-Moting 
232,14,Hoffenheim,home, 76 ,Substitution, Tom Bischof , Munas Dabbur 
233,14,Bayern Munich,away, 76 ,Substitution, Ryan Gravenberch , Jamal Musiala 
234,14,Bayern Munich,away, 76 ,Substitution, Noussair Mazraoui , Serge Gnabry 
235,14,Hoffenheim,home, 80 ,Yellow card, Ozan Kabak ,
236,14,Hoffenheim,home, 85 ,Substitution, Sebastian Rudy , Dennis Geiger 
237,14,Hoffenheim,home, 85 ,Substitution, Angelo Stiller , Grischa Prömel 
238,15,Werder Bremen,away, 14 ,Red card, Marco Friedl ,
239,15,SC Freiburg,home, 42 ,Yellow card, Nicolas Höfler ,
240,15,SC Freiburg,home, 45 ,Substitution, Ritsu Dōan , Yannik Keitel 
241,15,SC Freiburg,home, 56 ,Goal, Lukas Kübler , Vincenzo Grifo 
242,15,Werder Bremen,away, 60 ,Yellow card, Niclas Füllkrug ,
243,15,Werder Bremen,away, 65 ,Substitution, Felix Agu , Mitchell Weiser 
244,15,Werder Bremen,away, 76 ,Substitution, Oliver Burke , Romano Schmid 
245,15,Werder Bremen,away, 77 ,Substitution, Eren Dinkçi , Jens Stage 
246,15,Werder Bremen,away, 79 ,Yellow card, Lee Buchanan ,
247,15,SC Freiburg,home, 80 ,Penalty, Vincenzo Grifo , Penalty 
248,15,SC Freiburg,home, 88 ,Substitution, Lucas Höler , Vincenzo Grifo 
249,15,SC Freiburg,home, 88 ,Substitution, Keven Schlotterbeck , Philipp Lienhart 
250,15,Werder Bremen,away, 88 ,Substitution, Fabio Chiarodia , Lee Buchanan 
251,15,SC Freiburg,home, 91 ,Substitution, Maximilian Eggestein , Nicolas Höfler 
252,15,SC Freiburg,home, 91 ,Substitution, Nils Petersen , Daniel-Kofi Kyereh 
253,15,SC Freiburg,home, 92 ,Yellow card, Maximilian Eggestein ,
254,16,RB Leipzig,away, 21 ,Yellow card, André Silva ,
255,16,Augsburg,home, 22 ,Yellow card, Mërgim Berisha ,
256,16,Augsburg,home, 34 ,Penalty, Mërgim Berisha , Penalty 
257,16,Augsburg,home, 37 ,Yellow card, Ermedin Demirovic ,
258,16,Augsburg,home, 51 ,Goal, Ermedin Demirovic , Mërgim Berisha 
259,16,RB Leipzig,away, 59 ,Substitution, Christopher Nkunku , Yussuf Poulsen 
260,16,RB Leipzig,away, 59 ,Substitution, Amadou Haidara , Kevin Kampl 
261,16,Augsburg,home, 60 ,Yellow card, Carlos Gruezo ,
262,16,Augsburg,home, 64 ,Goal, Ruben Vargas , Mërgim Berisha 
263,16,Augsburg,home, 65 ,Yellow card, Iago ,
264,16,Augsburg,home, 65 ,Second yellow card, Iago ,
265,16,RB Leipzig,away, 72 ,Goal, André Silva , Dominik Szoboszlai 
266,16,RB Leipzig,away, 73 ,Substitution, Hugo Novoa , Benjamin Henrichs 
267,16,Augsburg,home, 74 ,Substitution, Raphael Framberger , Mërgim Berisha 
268,16,Augsburg,home, 78 ,Substitution, Daniel Caligiuri , Mads Pedersen 
269,16,RB Leipzig,away, 80 ,Substitution, Dani Olmo , Emil Forsberg 
270,16,Augsburg,home, 83 ,Yellow card, Jeffrey Gouweleeuw ,
271,16,Augsburg,home, 87 ,Substitution, Arne Maier , Florian Niederlechner 
272,16,RB Leipzig,away, 89 ,Goal, Christopher Nkunku ,
273,16,RB Leipzig,away, 90 ,Goal, Hugo Novoa ,
274,16,Augsburg,home, 93 ,Yellow card, Elvis Rexhbeçaj ,
275,17,Borussia Dortmund,home, 2 ,Goal, Jude Bellingham , Niklas Süle 
276,17,Borussia Dortmund,home, 13 ,Goal, Niklas Süle , Raphaël Guerreiro 
277,17,Borussia Dortmund,home, 44 ,Goal, Giovanni Reyna , Youssoufa Moukoko 
278,17,Borussia Dortmund,home, 46 ,Yellow card, Salih Özcan ,
279,17,Borussia Dortmund,home, 53 ,Goal, Jude Bellingham , Nico Schlotterbeck 
280,17,Borussia Dortmund,home, 56 ,Substitution, Emre Can , Nico Schlotterbeck 
281,17,VfB Stuttgart,away, 57 ,Substitution, Chris Führich , Silas Katompa Mvumpa 
282,17,VfB Stuttgart,away, 57 ,Substitution, Nikolas Nartey , Enzo Millot 
283,17,VfB Stuttgart,away, 62 ,Substitution, Juan Perea , Tiago Tomás 
284,17,Borussia Dortmund,home, 66 ,Substitution, Felix Passlack , Mats Hummels 
285,17,Borussia Dortmund,home, 66 ,Substitution, Thorgan Hazard , Karim Adeyemi 
286,17,Borussia Dortmund,home, 66 ,Substitution, Anthony Modeste , Giovanni Reyna 
287,17,Borussia Dortmund,home, 72 ,Goal, Youssoufa Moukoko , Raphaël Guerreiro 
288,17,VfB Stuttgart,away, 74 ,Substitution, Luca Pfeiffer , Sehrou Guirassy 
289,17,VfB Stuttgart,away, 74 ,Substitution, Atakan Karazor , Naouirou Ahamada 
290,17,Borussia Dortmund,home, 80 ,Substitution, Marius Wolf , Raphaël Guerreiro 
291,17,VfB Stuttgart,away, 90 ,Disallowed goal,Disallowed goal,
292,18,Bayer Leverkusen,home, 10 ,Missed penalty, Moussa Diaby , Missed penalty 
293,18,Bayer Leverkusen,home, 17 ,Goal, Moussa Diaby , Adam Hložek 
294,18,VfL Wolfsburg,away, 28 ,Own goal, Robert Andrich , Own goal 
295,18,Bayer Leverkusen,home, 49 ,Yellow card, Jonathan Tah ,
296,18,VfL Wolfsburg,away, 54 ,Penalty, Maximilian Arnold , Penalty 
297,18,VfL Wolfsburg,away, 60 ,Yellow card, Felix Nmecha ,
298,18,Bayer Leverkusen,home, 60 ,Substitution, Nadiem Amiri , Kerem Demirbay 
299,18,Bayer Leverkusen,home, 61 ,Substitution, Callum Hudson-Odoi , Adam Hložek 
300,18,Bayer Leverkusen,home, 70 ,Substitution, Daley Sinkgraven , Mitchel Bakker 
301,18,Bayer Leverkusen,home, 70 ,Substitution, Timothy Fosu-Mensah , Odilon Kossounou 
302,18,VfL Wolfsburg,away, 72 ,Substitution, Jonas Wind , Omar Marmoush 
303,18,VfL Wolfsburg,away, 73 ,Substitution, Mattias Svanberg , Kevin Paredes 
304,18,VfL Wolfsburg,away, 73 ,Substitution, Josuha Guilavogui , Yannick Gerhardt 
305,18,Bayer Leverkusen,home, 76 ,Goal, Jeremie Frimpong , Daley Sinkgraven 
306,18,VfL Wolfsburg,away, 76 ,Substitution, Jérôme Roussillon , Jakub Kamiński 
307,18,Bayer Leverkusen,home, 80 ,Yellow card, Robert Andrich ,
308,18,Bayer Leverkusen,home, 82 ,Substitution, Paulinho , Amine Adli 
309,18,VfL Wolfsburg,away, 90 ,Substitution, Maxence Lacroix , Sebastiaan Bornauw 
310,18,Bayer Leverkusen,home, 91 ,Yellow card, Timothy Fosu-Mensah ,
311,19,1. FC Köln,away, 10 ,Yellow card, Luca Kilian ,
312,19,Mainz 05,home, 11 ,Penalty, Marcus Ingvartsen , Penalty 
313,19,1. FC Köln,away, 28 ,Second yellow card, Luca Kilian ,
314,19,Mainz 05,home, 35 ,Goal, Dominik Kohr ,
315,19,Mainz 05,home, 36 ,Yellow card, Dominik Kohr ,
316,19,1. FC Köln,away, 36 ,Yellow card, Mark Uth ,
317,19,1. FC Köln,away, 38 ,Substitution, Nikola Soldo , Ondrej Duda 
318,19,Mainz 05,home, 40 ,Goal, Anton Stach , Lee Jae-sung 
319,19,Mainz 05,home, 45 ,Substitution, Angelo Fulgini , Dominik Kohr 
320,19,1. FC Köln,away, 50 ,Yellow card, Nikola Soldo ,
321,19,Mainz 05,home, 60 ,Disallowed goal,Disallowed goal,
322,19,Mainz 05,home, 63 ,Substitution, Stefan Bell , Alexander Hack 
323,19,Mainz 05,home, 63 ,Substitution, Jonathan Burkardt , Marcus Ingvartsen 
324,19,1. FC Köln,away, 67 ,Substitution, Kingsley Schindler , Linton Maina 
325,19,1. FC Köln,away, 67 ,Substitution, Florian Dietz , Steffen Tigges 
326,19,Mainz 05,home, 69 ,Substitution, Silvan Widmer , Danny Da Costa 
327,19,1. FC Köln,away, 72 ,Yellow card, Eric Martel ,
328,19,Mainz 05,home, 73 ,Goal, Aarón Martin ,
329,19,Mainz 05,home, 77 ,Substitution, Aymen Barkok , Anton Stach 
330,19,Mainz 05,home, 80 ,Disallowed goal,Disallowed goal,
331,19,1. FC Köln,away, 80 ,Substitution, Denis Huseinbašić , Florian Kainz 
332,19,1. FC Köln,away, 80 ,Substitution, Kristian Pedersen , Jonas Hector 
333,19,Mainz 05,home, 83 ,Goal, Karim Onisiwo , Jonathan Burkardt 
334,20,Bayern Munich,home, 13 ,Goal, Serge Gnabry ,
335,20,Bayern Munich,home, 33 ,Goal, Eric Maxim Choupo-Moting , Leroy Sané 
336,20,SC Freiburg,away, 50 ,Yellow card, Michael Gregoritsch ,
337,20,SC Freiburg,away, 51 ,Yellow card, Kiliann Sildillia ,
338,20,Bayern Munich,home, 52 ,Goal, Leroy Sané , Eric Maxim Choupo-Moting 
339,20,Bayern Munich,home, 55 ,Goal, Sadio Mané , Serge Gnabry 
340,20,SC Freiburg,away, 56 ,Substitution, Noah Weißhaupt , Vincenzo Grifo 
341,20,SC Freiburg,away, 56 ,Substitution, Jeong Woo-yeong , Kevin Schade 
342,20,SC Freiburg,away, 57 ,Substitution, Nils Petersen , Michael Gregoritsch 
343,20,SC Freiburg,away, 64 ,Substitution, Yannik Keitel , Nicolas Höfler 
344,20,Bayern Munich,home, 66 ,Substitution, Jamal Musiala , Eric Maxim Choupo-Moting 
345,20,SC Freiburg,away, 75 ,Substitution, Lucas Höler , Ritsu Dōan 
346,20,Bayern Munich,home, 76 ,Substitution, Benjamin Pavard , Matthijs de Ligt 
347,20,Bayern Munich,home, 76 ,Substitution, Mathys Tel , Leroy Sané 
348,20,Bayern Munich,home, 76 ,Substitution, Marcel Sabitzer , Leon Goretzka 
349,20,Bayern Munich,home, 79 ,Substitution, Josip Stanišić , Noussair Mazraoui 
350,20,Bayern Munich,home, 80 ,Goal, Marcel Sabitzer ,
351,21,1. FC Union Berlin,home, 8 ,Goal, Janik Haberer ,
352,21,1. FC Union Berlin,home, 16 ,Yellow card, Timo Baumgartl ,
353,21,1. FC Union Berlin,home, 21 ,Goal, Janik Haberer , Jordan Siebatcheu 
354,21,Borussia Dortmund,away, 29 ,Yellow card, Salih Özcan ,
355,21,Borussia Dortmund,away, 45 ,Substitution, Julian Brandt , Karim Adeyemi 
356,21,Borussia Dortmund,away, 45 ,Substitution, Donyell Malen , Thomas Meunier 
357,21,Borussia Dortmund,away, 45 ,Substitution, Marco Reus , Salih Özcan 
358,21,Borussia Dortmund,away, 54 ,Yellow card, Nico Schlotterbeck ,
359,21,1. FC Union Berlin,home, 62 ,Substitution, Morten Thorsby , Janik Haberer 
360,21,1. FC Union Berlin,home, 67 ,Substitution, Kevin Behrens , Jordan Siebatcheu 
361,21,Borussia Dortmund,away, 70 ,Substitution, Thorgan Hazard , Niklas Süle 
362,21,Borussia Dortmund,away, 82 ,Substitution, Giovanni Reyna , Emre Can 
363,21,1. FC Union Berlin,home, 87 ,Substitution, Milos Pantović , András Schäfer 
364,21,1. FC Union Berlin,home, 87 ,Substitution, Jamie Leweling , Sheraldo Becker 
365,22,Augsburg,away, 14 ,Goal, Florian Niederlechner , Frederik Winther 
366,22,Augsburg,away, 22 ,Yellow card, Mërgim Berisha ,
367,22,Augsburg,away, 36 ,Yellow card, Ruben Vargas ,
368,22,Augsburg,away, 45 ,Substitution, Daniel Caligiuri , Ruben Vargas 
369,22,1. FC Köln,home, 47 ,Goal, Steffen Tigges , Linton Maina 
370,22,Augsburg,away, 54 ,Yellow card, Iago ,
371,22,1. FC Köln,home, 61 ,Goal, Denis Huseinbašić ,
372,22,1. FC Köln,home, 62 ,Yellow card, Ondrej Duda ,
373,22,Augsburg,away, 68 ,Goal, Daniel Caligiuri , Florian Niederlechner 
374,22,1. FC Köln,home, 72 ,Substitution, Mark Uth , Ondrej Duda 
375,22,Augsburg,away, 74 ,Substitution, Lukas Petkov , Florian Niederlechner 
376,22,1. FC Köln,home, 78 ,Substitution, Sargis Adamyan , Linton Maina 
377,22,1. FC Köln,home, 78 ,Substitution, Kingsley Schindler , Denis Huseinbašić 
378,22,Augsburg,away, 79 ,Yellow card, Lukas Petkov ,
379,22,1. FC Köln,home, 81 ,Goal, Steffen Tigges ,
380,22,Augsburg,away, 84 ,Substitution, Mads Pedersen , Raphael Framberger 
381,22,Augsburg,away, 84 ,Substitution, Julian Baumgartlinger , Carlos Gruezo 
382,22,1. FC Köln,home, 89 ,Substitution, Florian Dietz , Steffen Tigges 
383,22,1. FC Köln,home, 90 ,Yellow card, Mark Uth ,
384,23,RB Leipzig,home, 25 ,Goal, Emil Forsberg , Dominik Szoboszlai 
385,23,RB Leipzig,home, 30 ,Goal, Abdou Diallo , Dominik Szoboszlai 
386,23,Hertha BSC,away, 32 ,Yellow card, Marc Kempf ,
387,23,RB Leipzig,home, 38 ,Yellow card, Amadou Haidara ,
388,23,Hertha BSC,away, 41 ,Yellow card, Marvin Plattenhardt ,
389,23,RB Leipzig,home, 45 ,Goal, Willi Orban ,
390,23,Hertha BSC,away, 45 ,Substitution, Wilfried Kanga , Ivan Šunjić 
391,23,Hertha BSC,away, 45 ,Substitution, Maximilian Mittelstädt , Marvin Plattenhardt 
392,23,Hertha BSC,away, 59 ,Substitution, Chidera Ejuke , Marco Richter 
393,23,RB Leipzig,home, 61 ,Substitution, Benjamin Henrichs , Mohamed Simakan 
394,23,RB Leipzig,home, 61 ,Substitution, Kevin Kampl , Amadou Haidara 
395,23,RB Leipzig,home, 61 ,Substitution, Marcel Halstenberg , David Raum 
396,23,Hertha BSC,away, 62 ,Penalty, Dodi Lukebakio , Penalty 
397,23,RB Leipzig,home, 63 ,Yellow card, Kevin Kampl ,
398,23,Hertha BSC,away, 64 ,Goal, Stevan Jovetic ,
399,23,RB Leipzig,home, 72 ,Substitution, Hugo Novoa , André Silva 
400,23,RB Leipzig,home, 72 ,Substitution, Yussuf Poulsen , Emil Forsberg 
401,23,Hertha BSC,away, 83 ,Substitution, Davie Selke , Suat Serdar 
402,23,RB Leipzig,home, 84 ,Disallowed goal,Disallowed goal,
403,23,Hertha BSC,away, 93 ,Yellow card, Agustín Rogel ,
404,24,M'gladbach,away, 13 ,Goal, Marcus Thuram , Alassane Plea 
405,24,VfL Wolfsburg,home, 43 ,Goal, Yannick Gerhardt , Paulo Otávio 
406,24,M'gladbach,away, 47 ,Yellow card, Julian Weigl ,
407,24,M'gladbach,away, 47 ,Goal, Marcus Thuram ,
408,24,VfL Wolfsburg,home, 59 ,Substitution, Felix Nmecha , Mattias Svanberg 
409,24,VfL Wolfsburg,home, 59 ,Substitution, Omar Marmoush , Lukas Nmecha 
